node	term	estimate	std.error	z.value	p.value	exclude	p.value.adj	p.value.adj.signif	taxonomy
node295	(Intercept)	2.897806736383684	0.2626756664119806	11.031881163437358	2.681956153412803e-28		7.492780226266119e-28	****	f__Lachnospiraceae
node295	Ageyoung	-0.8301004509222676	0.3627509582451932	-2.288348058232227	0.02211725990791798		0.028408215767236334	*	f__Lachnospiraceae
node296	(Intercept)	2.370383221208654	0.3940475299523619	6.015475395811311	1.7935954486409752e-9		3.4068823601169847e-9	****	g__Ruminococcaceae_UCG-014
node296	Ageyoung	-1.1584422472335412	0.5447079323882497	-2.1267218234814362	0.03344320314282149		0.04242441670767814	*	g__Ruminococcaceae_UCG-014
node297	(Intercept)	2.287547215629506	0.4164719038136865	5.492680765934373	3.95878006226892e-8		7.177788092699709e-8	****	g__Ruminococcaceae_UCG-014
node297	Ageyoung	-1.075606241654393	0.5753357294958511	-1.8695279755994183	0.0615493952288641		0.07606276381122964	ns	g__Ruminococcaceae_UCG-014
node298	(Intercept)	2.2457778027532096	0.43916456793114017	5.113749985188563	3.1582531322684504e-7		5.464158431249994e-7	****	g__Ruminococcaceae_UCG-014
node298	Ageyoung	-1.0338368287780975	0.6063956616263293	-1.7048882342023817	0.08821527115008075		0.10647889285066858	ns	g__Ruminococcaceae_UCG-014
node299	(Intercept)	4.879404026010966	0.13723498273207055	35.55510358125832	6.928968008842157e-277		5.236841084577546e-276	****	o__Clostridiales
node299	Ageyoung	-1.2852016188389388	0.1895337999861363	-6.780857129086984	1.194649741764992e-11		2.4790708514082783e-11	****	o__Clostridiales
node300	(Intercept)	4.850746791367256	0.1385781189540294	35.00369919854661	1.976379303077237e-268		1.433374080413592e-267	****	f__Lachnospiraceae
node300	Ageyoung	-1.5199718740016444	0.19165580060921408	-7.9307376514049	2.1784799259253203e-15		5.1792999563390066e-15	****	f__Lachnospiraceae
node301	(Intercept)	4.842187203432181	0.1414904460081182	34.22271496094058	1.1108674390754892e-256		7.669257896694243e-256	****	f__Lachnospiraceae
node301	Ageyoung	-1.513799491783678	0.19564378030955681	-7.7375293474112645	1.0136728905970024e-14		2.3252943624557435e-14	****	f__Lachnospiraceae
node302	(Intercept)	4.829387787169857	0.14240190173466985	33.91378716393976	4.1723648060839416e-252		2.853102791207876e-251	****	f__Lachnospiraceae
node302	Ageyoung	-1.5010000755213537	0.1968884041921565	-7.623608315990148	2.4668112201079278e-14		5.552258482876151e-14	****	f__Lachnospiraceae
node303	(Intercept)	3.29749386721196	0.24989503262934776	13.195515863266108	9.311525699988054e-40		2.881756660599751e-39	****	g__ASF356
node303	Ageyoung	-1.2264205752026391	0.3455743737410567	-3.548933799476728	3.867943094615953e-4		5.521238850763925e-4	***	g__ASF356
node304	(Intercept)	3.277989208763687	0.33635599475557204	9.745594726640098	1.9264749399799382e-22		5.104092276404412e-22	****	g__ASF356
node304	Ageyoung	-2.3379819502722143	0.4678766424872513	-4.9970050606574565	5.822754107539294e-7		9.883540069061969e-7	****	g__ASF356
node305	(Intercept)	-0.6493445579015522	0.4308648356004147	-1.5070725300584897	0.1317920670766475	negative intercept	0.15692654089723532	ns	g__ASF356
node305	Ageyoung	2.3307930063119247	0.5731007873567383	4.06698622254915	4.762505755177339e-5	negative intercept	7.260040620418959e-5	****	g__ASF356
node306	(Intercept)	-0.6493445579015528	0.5451261659251943	-1.191182149180966	0.23358208572063194	negative intercept	0.2696333401083822	ns	g__ASF356
node306	Ageyoung	1.308590186785817	0.7375638809600285	1.7742058966913195	0.0760290992031784	negative intercept	0.09299641095039539	ns	g__ASF356
node307	(Intercept)	4.585880859766195	0.012336731197178843	371.72576645058876	0		0	****	g__Tyzzerella
node307	Ageyoung	-1.5921505888828746	0.02863962656411236	-55.59257503999584	0		0	****	g__Tyzzerella
node308	(Intercept)	6.793783999195815	0.11415358888831775	59.51441444247994	0		0	****	k__Bacteria
node308	Ageyoung	-0.7466324906735821	0.15712635304355838	-4.751796730536993	2.016170060385918e-6		3.275135980445903e-6	****	k__Bacteria
node309	(Intercept)	5.240957000798297	0.21959356001544295	23.866624323726644	6.806126199135833e-126		3.301890953364546e-125	****	p__Firmicutes
node309	Ageyoung	-1.9241078787062886	0.3028399098506942	-6.353547917957412	2.104046040933339e-10		4.1617219211849517e-10	****	p__Firmicutes
node310	(Intercept)	5.17699261866554	0.2225719950589481	23.25985628737531	1.1306679872649582e-119		5.203971890104102e-119	****	c__Bacilli
node310	Ageyoung	-1.8851141942476386	0.30694139685758914	-6.1416094848954845	8.168949005281442e-10		1.5852176718356962e-9	****	c__Bacilli
node311	(Intercept)	-1.9021075263969196	0.7546911555104631	-2.5203787171857863	0.01172286294686156	negative intercept	0.015331540247443716	*	g__Staphylococcus
node311	Ageyoung	-1.7222334065794447	1.2202586671810847	-1.4113674853528966	0.1581362850805294	negative intercept	0.18613418473413135	ns	g__Staphylococcus
node312	(Intercept)	5.176149732573828	0.22266165390216827	23.24670477318961	1.536009700082994e-119		7.024553915029235e-119	****	o__Lactobacillales
node312	Ageyoung	-1.8852633717293563	0.30706518845253683	-6.139619346726313	8.271945710669922e-10		1.600877903035311e-9	****	o__Lactobacillales
node313	(Intercept)	5.135007957890924	0.30794345787311794	16.675164958388898	1.986622929901954e-62		7.277526855457158e-62	****	g__Lactobacillus
node313	Ageyoung	-1.923626814784981	0.42426652798481534	-4.534005602378862	5.787549279083683e-6		9.193496421199302e-6	****	g__Lactobacillus
node314	(Intercept)	5.135007957890923	0.3144388346557312	16.330705345327576	5.96902418740359e-60		2.1428796832778885e-59	****	g__Lactobacillus
node314	Ageyoung	-3.3018933029809565	0.4350298161780286	-7.590039073619985	3.198090347613836e-14		7.109067707698869e-14	****	g__Lactobacillus
node315	(Intercept)	1.9649181131004898	0.153654489423825	12.78789913961224	1.9158305788674526e-37		5.779690569860634e-37	****	o__Lactobacillales
node315	Ageyoung	-1.2454536242231717	0.2220937737098132	-5.607782710065867	2.0493508844672862e-8		3.7441067049555e-8	****	o__Lactobacillales
node316	(Intercept)	1.716885800252849	0.16392552359674278	10.473572159979142	1.142486219556956e-25		3.119030819931157e-25	****	g__Streptococcus
node316	Ageyoung	-1.2552504206776307	0.2385062238360132	-5.262967148147412	1.417489146713191e-7		2.482334652048954e-7	****	g__Streptococcus
node317	(Intercept)	6.555972400526811	0.11910777503392087	55.04235469649002	0		0	****	k__Bacteria
node317	Ageyoung	-0.5762431096372485	0.16393551275108953	-3.515059671739238	4.396551875309138e-4		6.250939101924676e-4	***	k__Bacteria
node318	(Intercept)	5.052531338484067	0.1802502600137564	28.030646602664905	6.877726330845867e-173		3.857974613708854e-172	****	g__Erysipelatoclostridium
node318	Ageyoung	-0.8397126214587564	0.24824755480911262	-3.3825615003718554	7.181319645890835e-4		0.0010051047769492436	**	g__Erysipelatoclostridium
node319	(Intercept)	6.304476087923834	0.16301027797673545	38.67532873493779	0		0	****	k__Bacteria
node319	Ageyoung	-0.5121130976498214	0.22433595236136347	-2.282795478207178	0.02244241845081243		0.028774386513720225	*	k__Bacteria
node320	(Intercept)	4.8003441193993375	0.30498948564351935	15.739375766580098	8.124114789342429e-56		2.817929670892688e-55	****	c__Mollicutes
node320	Ageyoung	-2.788111327412952	0.4216491778116266	-6.612395977820575	3.7814883337443753e-11		7.58410230063816e-11	****	c__Mollicutes
node321	(Intercept)	4.7738417906923525	0.3190547967057366	14.9624510898523	1.2917917682857216e-50		4.416697569662609e-50	****	g__Anaeroplasma
node321	Ageyoung	-2.8053318097198	0.441002550716518	-6.361259827549393	2.001056124421746e-10		3.968945572748104e-10	****	g__Anaeroplasma
node322	(Intercept)	1.1565995463184595	0.34147099261215114	3.3871092167179953	7.063326323448495e-4		9.924595499483403e-4	***	f__NA
node322	Ageyoung	-2.2960338295068246	0.5081730980463843	-4.518212078391545	6.236400320348112e-6		9.857203540689902e-6	****	f__NA
node323	(Intercept)	0.7440672709872015	0.5109693184987371	1.4561877671507208	0.14534072024344885		0.17163591634012546	ns	f__NA
node323	Ageyoung	-1.8835015541755664	0.7277779167348462	-2.588016908545178	0.009653024218450183		0.012693903642577347	*	f__NA
node324	(Intercept)	0.5574813154067901	0.6649217998539878	0.8384163604339776	0.4017969040989484		0.4431492736452304	ns	f__NA
node324	Ageyoung	-1.6969155985951556	0.9333347553525685	-1.8181210855628573	0.06904562790795933		0.08474318091951248	ns	f__NA
node325	(Intercept)	6.05317725102401	0.1756524745786746	34.461098629799245	3.070996296008764e-260		2.161740529935581e-259	****	f__Erysipelotrichaceae
node325	Ageyoung	-0.28389838080512575	0.24171636449736836	-1.1745103869796811	0.2401906539568936		0.2754902388834658	ns	f__Erysipelotrichaceae
node326	(Intercept)	6.040716580434541	0.17954576611477344	33.64443902605341	3.760093213347586e-248		2.4997656733181174e-247	****	f__Erysipelotrichaceae
node326	Ageyoung	-0.2714377102156566	0.24707221663722567	-1.0986168898715416	0.27193520746291305		0.30942865128109603	ns	f__Erysipelotrichaceae
node327	(Intercept)	6.040254711277414	0.17974897804301915	33.60383339610312	1.4746097726865274e-247		9.713484557696575e-247	****	f__Erysipelotrichaceae
node327	Ageyoung	-0.27097584105853006	0.24735178082940995	-1.0955079447979104	0.2732941668082538		0.31048293001317445	ns	f__Erysipelotrichaceae
node328	(Intercept)	6.0363023480701	0.19768097164946669	30.53557607342115	8.788882713086505e-205		5.2586814899967586e-204	****	f__Erysipelotrichaceae
node328	Ageyoung	-0.27996959158839424	0.2720248801792406	-1.0292058263344102	0.30338296503738077		0.3414247161392467	ns	f__Erysipelotrichaceae
node329	(Intercept)	6.0290694319774225	0.21801981427125294	27.653768315187428	2.5142834398891367e-168		1.3886580844926156e-167	****	f__Erysipelotrichaceae
node329	Ageyoung	-0.2745938430057009	0.3000087916761304	-0.9152859870257875	0.36004151361440234		0.39955147878692565	ns	f__Erysipelotrichaceae
node330	(Intercept)	6.027666932421801	0.21884391587307236	27.54322370980511	5.334859879509786e-167		2.923991903425974e-166	****	f__Erysipelotrichaceae
node330	Ageyoung	-0.2737829844258038	0.3011426457431281	-0.9091471709368528	0.36327244595030034		0.40251483980295627	ns	f__Erysipelotrichaceae
node331	(Intercept)	5.856695715397436	0.264049894986242	22.180261483166248	5.326843453276148e-109		2.3321180484465087e-108	****	f__Erysipelotrichaceae
node331	Ageyoung	-0.13010858808796957	0.36333585523485873	-0.3580945458957469	0.720272560536394		0.7684334301116358	ns	f__Erysipelotrichaceae
node332	(Intercept)	5.54167317737295	0.44042898264914615	12.582444379659613	2.6374077835097032e-36		7.890244952333196e-36	****	g__Faecalibaculum
node332	Ageyoung	-1.7589998439726537	0.606230688778116	-2.9015354658438577	0.003713387425813697		0.004955784705825714	**	g__Faecalibaculum
node333	(Intercept)	4.548204905384342	0.4836857641675904	9.403222592692334	5.291698276718875e-21		1.3866567017095447e-20	****	g__Dubosiella
node333	Ageyoung	1.0238984284233679	0.6654761573959619	1.5385952104278664	0.123903148560819		0.14827076777778006	ns	g__Dubosiella
node334	(Intercept)	4.177138934094595	0.5068870749137366	8.240768291054712	1.7110831626086855e-16		4.1930297295325466e-16	****	g__Dubosiella
node334	Ageyoung	-2.0378573920587346	0.6984468197588493	-2.9176987200862907	0.003526248775317483		0.004714798176309037	**	g__Dubosiella
node335	(Intercept)	0.5048375819213684	0.5233355463571531	0.9646537206109049	0.3347182825582385		0.37376007290328966	ns	f__Erysipelotrichaceae
node335	Ageyoung	0.9110155814400662	0.7167527533023881	1.2710318547680854	0.2037173163504878		0.23629892268117972	ns	f__Erysipelotrichaceae
node336	(Intercept)	-0.030305349495328742	0.5664305567411453	-0.05350232104299781	0.957331681375105	negative intercept	0.9961799235178629	ns	f__Erysipelotrichaceae
node336	Ageyoung	1.4461585128567644	0.7726295960546197	1.8717358489002676	0.06124315731280559	negative intercept	0.07581480508723175	ns	f__Erysipelotrichaceae
node337	(Intercept)	9.931366201899708	0.012911183371488971	769.2065023126057	0		0	****	k__Bacteria
node337	Ageyoung	0.1336487554026383	0.017763305248524076	7.5238675197423035	5.3179230708629744e-14		1.1712480873863851e-13	****	k__Bacteria
node338	(Intercept)	8.701952074024444	0.08213637546930064	105.94516770802593	0		0	****	g__Akkermansia
node338	Ageyoung	-0.12502689436472042	0.11301968532588479	-1.1062399793824733	0.26862266279062663		0.3061445585455078	ns	g__Akkermansia
node339	(Intercept)	8.3257109978488	0.001901603290950094	4378.258618646501	0		0	****	g__Akkermansia
node339	Ageyoung	0.2457910698473154	0.002478453145474787	99.17115854947109	0		0	****	g__Akkermansia
node340	(Intercept)	-0.8724881092157634	0.807879484160106	-1.0799730978721738	0.280154160057338	negative intercept	0.3177735970318621	ns	g__Akkermansia
node340	Ageyoung	5.740125118514575	1.0972320898667902	5.231459389062761	1.6817698528245966e-7	negative intercept	2.930851345456457e-7	****	g__Akkermansia
node341	(Intercept)	9.585399612716758	0.026865684104625597	356.789708960599	0		0	****	k__Bacteria
node341	Ageyoung	0.22368568106330414	0.03696428054806619	6.05140091317174	1.4359159564079466e-9		2.7419884486726215e-9	****	k__Bacteria
node342	(Intercept)	9.569551053437232	0.027547254475848375	347.3867445420808	0		0	****	k__Bacteria
node342	Ageyoung	0.22164162589063452	0.03790215366853983	5.847731710153589	4.983214214825252e-9		9.36635551372914e-9	****	k__Bacteria
node343	(Intercept)	9.555085331317299	0.028220423244671958	338.58759836712613	0		0	****	o__Bacteroidales
node343	Ageyoung	0.23608124133945455	0.038828307269854326	6.08013220094053	1.2008349903694712e-9		2.3053463184098402e-9	****	o__Bacteroidales
node344	(Intercept)	9.555085331317297	0.02823497712561693	338.4130714470526	0		0	****	o__Bacteroidales
node344	Ageyoung	0.23522456450643311	0.03884834273071501	6.054944637843081	1.4046596503625368e-9		2.689455010560804e-9	****	o__Bacteroidales
node345	(Intercept)	4.078296073351637	0.1872253612791928	21.78281855346526	3.3764784764083517e-105		1.46042864220554e-104	****	f__Muribaculaceae
node345	Ageyoung	3.6737468255008254	0.257191686316033	14.284080788624655	2.750142641385114e-46		9.184197286114008e-46	****	f__Muribaculaceae
node346	(Intercept)	3.1823976162657956	0.20104837175097104	15.82901462244956	1.9627081617653793e-56		6.874265659256304e-56	****	f__Muribaculaceae
node346	Ageyoung	4.56964528258667	0.27564826332729836	16.57781270749665	1.008325311336279e-61		3.6750130636520224e-61	****	f__Muribaculaceae
node347	(Intercept)	3.179296838587543	0.20146857083495365	15.780609478746316	4.230829505499417e-56		1.4746289247323212e-55	****	f__Muribaculaceae
node347	Ageyoung	4.535571008285689	0.2762258088944673	16.419794466122873	1.3803349666742307e-60		4.980304050613556e-60	****	f__Muribaculaceae
node348	(Intercept)	-1.4321038971511815	0.4092686609018235	-3.4991780069246947	4.6669490192152984e-4	negative intercept	6.62227153319483e-4	***	f__Muribaculaceae
node348	Ageyoung	7.083563307622786	0.5112224739326696	13.856126576617843	1.1680969701935595e-43	negative intercept	3.812243748177162e-43	****	f__Muribaculaceae
node349	(Intercept)	3.169309239959198	0.20159434953916866	15.721220595736087	1.0821858584357916e-55		3.735622338254319e-55	****	f__Muribaculaceae
node349	Ageyoung	4.4097156410635705	0.2763909899105285	15.954628776035914	2.645419414926894e-57		9.310838921164263e-57	****	f__Muribaculaceae
node350	(Intercept)	3.5536408480999446	0.02066827057154786	171.9370198777986	0		0	****	f__Muribaculaceae
node350	Ageyoung	-40.597294225907724	7749064.1390819885	-5.238993186436212e-6	0.9999958198882224		0.9999963516552207	ns	f__Muribaculaceae
node351	(Intercept)	9.550893821346234	0.0333184473176575	286.6548290887681	0		0	****	o__Bacteroidales
node351	Ageyoung	0.09986172719457248	0.045844683814539905	2.1782618808879377	0.029386545393675505		0.0373443178631133	*	o__Bacteroidales
node352	(Intercept)	5.334087817509162	0.15403546958885692	34.6289580688566	9.26456756570621e-263		6.586098526907979e-262	****	g__Bacteroides
node352	Ageyoung	4.277892578481969	0.21180072678614062	20.197723791578117	1.0251484925869546e-90		4.279398939985078e-90	****	g__Bacteroides
node353	(Intercept)	-37.48852023976236	8198652.626262836	-4.57252208974862e-6	0.9999963516552207	negative intercept	0.9999963516552207	ns	g__Bacteroides
node353	Ageyoung	38.1614647130048	8198652.62626284	4.654601975788281e-6	0.9999962861649468	negative intercept	0.9999963516552207	ns	g__Bacteroides
node354	(Intercept)	9.53603835632462	0.1602881303801096	59.49310366095555	0		0	****	g__Parabacteroides
node354	Ageyoung	-3.154583374191078	0.220602958252796	-14.299823534442995	2.1936508902638623e-46		7.360006257988099e-46	****	g__Parabacteroides
node355	(Intercept)	2.81281352355029	0.029935212613472397	93.96337216206636	0		0	****	g__Parabacteroides
node355	Ageyoung	-39.85646690120743	7749064.1390819885	-5.143391019335288e-6	0.9999958961677156		0.9999963516552207	ns	g__Parabacteroides
node356	(Intercept)	0.707962266345086	0.08575065413883474	8.256056743297357	1.5056406661052098e-16		3.7022260214504814e-16	****	g__Parabacteroides
node356	Ageyoung	-37.75161565424418	7749064.1390819885	-4.871764509451656e-6	0.999996112894314		0.9999963516552207	ns	g__Parabacteroides
node357	(Intercept)	5.432809118775143	0.2392187950074448	22.71062822888171	3.5177775940053854e-114		1.5591137731455967e-113	****	c__Gammaproteobacteria
node357	Ageyoung	0.3439759554307598	0.3291355868246044	1.0450889214057058	0.2959818738601525		0.3336185014624639	ns	c__Gammaproteobacteria
node358	(Intercept)	4.783878256824154	0.4465273164206416	10.713517585377918	8.7954987055924e-27		2.438288830353414e-26	****	c__Gammaproteobacteria
node358	Ageyoung	-6.328777648120684	0.6632449521537511	-9.542142201865667	1.3991184925471028e-21		3.6797328851605125e-21	****	c__Gammaproteobacteria
node359	(Intercept)	4.781003075144738	0.4873056544250104	9.811097063476549	1.0086592170804419e-22		2.6922576872258635e-22	****	f__Enterobacteriaceae
node359	Ageyoung	-26.08358816814257	2958.8279776212066	-0.008815513563283545	0.9929663289340332		0.9999963516552207	ns	f__Enterobacteriaceae
