"","OTU","Sample","Abundance","sample_Sample","host_subject_id","Timepoint","Site","Diet","Age","agexdiet","serum_zinc","wk6_plasma_MCP","wk6_WB_LPS_IL6","MLN_IL17","MLN_IFNg","MLN_CD4_naive","Study","agexstudy","agexdietxweek","agexdietxstudy","Kingdom","Phylum","Class","Order","Family","Genus"
"1110","ASV129","ZAM2_s69_YZA",0,"ZAM2_s69_YZA","ZAM2_30","wk6","fecal_wk6","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1113","ASV129","ZAM1_s25_YZS",0,"ZAM1_s25_YZS","ZAM1_25","wk0","fecal_wk0","supplemented","young","YZS",0.87,0,467.3,62.6,197.8,85.4,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1141","ASV14","ZAM1_s5_YZA",0,"ZAM1_s5_YZA","ZAM1_5","wk0","fecal_wk0","adequate","young","YZA",0.73,26.7,233.7,29.9,562.5,86.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1142","ASV14","ZAM2_s8_YZD",0,"ZAM2_s8_YZD","ZAM2_8","wk0","fecal_wk0","deficient","young","YZD",0.6,7.2,209.6,55.6,231.1,86.94,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1143","ASV14","ZAM1_s26_YZS",0,"ZAM1_s26_YZS","ZAM1_26","wk0","fecal_wk0","supplemented","young","YZS",0.69,0,481.8,13.1,137,88.8,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1144","ASV14","ZAM1_s39_YZA",0,"ZAM1_s39_YZA","ZAM1_1","wk6","fecal_wk6","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1145","ASV14","ZAM1_s27_YZS",0,"ZAM1_s27_YZS","ZAM1_27","wk0","fecal_wk0","supplemented","young","YZS",0.7,0,1270.9,297.6,428.7,80.9,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1146","ASV14","ZAM1_s22_YZS",0,"ZAM1_s22_YZS","ZAM1_22","wk0","fecal_wk0","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1150","ASV14","ZAM1_s4_YZA",0,"ZAM1_s4_YZA","ZAM1_4","wk0","fecal_wk0","adequate","young","YZA",0.7,33.8,341.4,40.6,359.8,87.5,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1151","ASV14","ZAM2_s73_OZA",0,"ZAM2_s73_OZA","ZAM2_34","wk6","fecal_wk6","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1152","ASV14","ZAM1_s28_YZS",0,"ZAM1_s28_YZS","ZAM1_28","wk0","fecal_wk0","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1155","ASV14","ZAM1_s48_YZA",0,"ZAM1_s48_YZA","ZAM1_10","wk6","fecal_wk6","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1157","ASV14","ZAM1_s44_YZA",0,"ZAM1_s44_YZA","ZAM1_6","wk6","fecal_wk6","adequate","young","YZA",0.65,32.1,613,14.3,168.8,82.1,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1159","ASV14","ZAM1_s66_YZS",0,"ZAM1_s66_YZS","ZAM1_29","wk6","fecal_wk6","supplemented","young","YZS",0.85,0,244.8,101,192,85.1,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1161","ASV14","ZAM1_s25_YZS",0,"ZAM1_s25_YZS","ZAM1_25","wk0","fecal_wk0","supplemented","young","YZS",0.87,0,467.3,62.6,197.8,85.4,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1164","ASV14","ZAM1_s2_YZA",0,"ZAM1_s2_YZA","ZAM1_2","wk0","fecal_wk0","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1166","ASV14","ZAM1_s40_YZA",0,"ZAM1_s40_YZA","ZAM1_2","wk6","fecal_wk6","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1167","ASV14","ZAM2_s9_YZD",0,"ZAM2_s9_YZD","ZAM2_9","wk0","fecal_wk0","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1168","ASV14","ZAM1_s24_YZS",0,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1172","ASV14","ZAM1_s29_YZS",0,"ZAM1_s29_YZS","ZAM1_29","wk0","fecal_wk0","supplemented","young","YZS",0.85,0,244.8,101,192,85.1,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1175","ASV14","ZAM1_s23_YZS",0,"ZAM1_s23_YZS","ZAM1_23","wk0","fecal_wk0","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1176","ASV14","ZAM1_s21_YZS",0,"ZAM1_s21_YZS","ZAM1_21","wk0","fecal_wk0","supplemented","young","YZS",0.82,0,1047.8,43,284.6,85.3,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1177","ASV14","ZAM1_s45_YZA",0,"ZAM1_s45_YZA","ZAM1_7","wk6","fecal_wk6","adequate","young","YZA",0.66,0,663.5,78.8,428.7,85.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1181","ASV14","ZAM2_s61_YZA",0,"ZAM2_s61_YZA","ZAM2_22","wk6","fecal_wk6","adequate","young","YZA",0.69,20.6,243.9,9.5,77,88.4,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1185","ASV14","ZAM1_s54_OZA",0,"ZAM1_s54_OZA","ZAM1_17","wk6","fecal_wk6","adequate","old","OZA",NA,NA,NA,161.7,1700.8,33.4,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1190","ASV14","ZAM1_s71_OZS",0,"ZAM1_s71_OZS","ZAM1_34","wk6","fecal_wk6","supplemented","old","OZS",0.61,25.8,1234.6,160,2422.4,44.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1192","ASV14","ZAM1_s43_YZA",0,"ZAM1_s43_YZA","ZAM1_5","wk6","fecal_wk6","adequate","young","YZA",0.73,26.7,233.7,29.9,562.5,86.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1193","ASV14","ZAM2_s66_YZA",0,"ZAM2_s66_YZA","ZAM2_27","wk6","fecal_wk6","adequate","young","YZA",0.74,14.5,426.9,28.8,167,85.6,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1195","ASV14","ZAM1_s8_YZA",0,"ZAM1_s8_YZA","ZAM1_8","wk0","fecal_wk0","adequate","young","YZA",0.64,0,644.1,21.9,207.8,82.3,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1196","ASV14","ZAM1_s1_YZA",0,"ZAM1_s1_YZA","ZAM1_1","wk0","fecal_wk0","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1204","ASV14","ZAM1_s58_YZS",0,"ZAM1_s58_YZS","ZAM1_21","wk6","fecal_wk6","supplemented","young","YZS",0.82,0,1047.8,43,284.6,85.3,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1205","ASV14","ZAM1_s3_YZA",0,"ZAM1_s3_YZA","ZAM1_3","wk0","fecal_wk0","adequate","young","YZA",0.71,13.7,583.3,NA,NA,NA,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1207","ASV14","ZAM1_s51_OZA",0,"ZAM1_s51_OZA","ZAM1_14","wk6","fecal_wk6","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1209","ASV14","ZAM2_s53_OZD",0,"ZAM2_s53_OZD","ZAM2_14","wk6","fecal_wk6","deficient","old","OZD",0.43,32.6,497.3,475.2,2278.6,32.04,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1210","ASV14","ZAM1_s46_YZA",0,"ZAM1_s46_YZA","ZAM1_8","wk6","fecal_wk6","adequate","young","YZA",0.64,0,644.1,21.9,207.8,82.3,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1213","ASV14","ZAM2_s10_YZD",0,"ZAM2_s10_YZD","ZAM2_10","wk0","fecal_wk0","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1218","ASV14","ZAM2_s69_YZA",0,"ZAM2_s69_YZA","ZAM2_30","wk6","fecal_wk6","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1220","ASV14","ZAM2_s1_YZD",0,"ZAM2_s1_YZD","ZAM2_1","wk0","fecal_wk0","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1222","ASV14","ZAM1_s60_YZS",0,"ZAM1_s60_YZS","ZAM1_23","wk6","fecal_wk6","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1225","ASV14","ZAM2_s40_YZD",0,"ZAM2_s40_YZD","ZAM2_1","wk6","fecal_wk6","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1227","ASV14","ZAM1_s9_YZA",0,"ZAM1_s9_YZA","ZAM1_9","wk0","fecal_wk0","adequate","young","YZA",0.56,21.9,506.9,21.7,320,79,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1228","ASV14","ZAM2_s2_YZD",0,"ZAM2_s2_YZD","ZAM2_2","wk0","fecal_wk0","deficient","young","YZD",0.74,25.2,59.3,21.4,215.7,86.09,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1230","ASV14","ZAM2_s45_YZD",0,"ZAM2_s45_YZD","ZAM2_6","wk6","fecal_wk6","deficient","young","YZD",0.72,12.4,171.8,53.7,252.4,87.66,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1231","ASV14","ZAM2_s5_YZD",0,"ZAM2_s5_YZD","ZAM2_5","wk0","fecal_wk0","deficient","young","YZD",0.6,16.9,115.1,7.1,83.6,82.11,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1232","ASV14","ZAM2_s24_YZA",0,"ZAM2_s24_YZA","ZAM2_24","wk0","fecal_wk0","adequate","young","YZA",0.59,0,126.7,110,417.3,84.7,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1233","ASV14","ZAM2_s4_YZD",0,"ZAM2_s4_YZD","ZAM2_4","wk0","fecal_wk0","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1235","ASV14","ZAM2_s48_YZD",0,"ZAM2_s48_YZD","ZAM2_9","wk6","fecal_wk6","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1237","ASV14","ZAM2_s44_YZD",0,"ZAM2_s44_YZD","ZAM2_5","wk6","fecal_wk6","deficient","young","YZD",0.6,16.9,115.1,7.1,83.6,82.11,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1238","ASV14","ZAM2_s12_OZD",0,"ZAM2_s12_OZD","ZAM2_12","wk0","fecal_wk0","deficient","old","OZD",0.75,27,474.1,1463.5,2109.9,18.56,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1239","ASV14","ZAM2_s6_YZD",0,"ZAM2_s6_YZD","ZAM2_6","wk0","fecal_wk0","deficient","young","YZD",0.72,12.4,171.8,53.7,252.4,87.66,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1240","ASV14","ZAM2_s65_YZA",0,"ZAM2_s65_YZA","ZAM2_26","wk6","fecal_wk6","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1241","ASV14","ZAM2_s49_YZD",0,"ZAM2_s49_YZD","ZAM2_10","wk6","fecal_wk6","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1244","ASV14","ZAM2_s70_OZA",0,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1245","ASV14","ZAM1_s7_YZA",0,"ZAM1_s7_YZA","ZAM1_7","wk0","fecal_wk0","adequate","young","YZA",0.66,0,663.5,78.8,428.7,85.4,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1247","ASV14","ZAM2_s64_YZA",0,"ZAM2_s64_YZA","ZAM2_25","wk6","fecal_wk6","adequate","young","YZA",0.66,0,156.2,NA,NA,NA,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1248","ASV14","ZAM2_s22_YZA",0,"ZAM2_s22_YZA","ZAM2_22","wk0","fecal_wk0","adequate","young","YZA",0.69,20.6,243.9,9.5,77,88.4,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1251","ASV14","ZAM2_s7_YZD",0,"ZAM2_s7_YZD","ZAM2_7","wk0","fecal_wk0","deficient","young","YZD",0.62,16,380.9,58.8,322.8,86.54,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1253","ASV14","ZAM2_s23_YZA",0,"ZAM2_s23_YZA","ZAM2_23","wk0","fecal_wk0","adequate","young","YZA",0.55,15.5,232.6,41.3,186.1,85.8,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1254","ASV14","ZAM2_s21_YZA",0,"ZAM2_s21_YZA","ZAM2_21","wk0","fecal_wk0","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1255","ASV14","ZAM2_s47_YZD",0,"ZAM2_s47_YZD","ZAM2_8","wk6","fecal_wk6","deficient","young","YZD",0.6,7.2,209.6,55.6,231.1,86.94,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1258","ASV14","ZAM2_s41_YZD",0,"ZAM2_s41_YZD","ZAM2_2","wk6","fecal_wk6","deficient","young","YZD",0.74,25.2,59.3,21.4,215.7,86.09,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1261","ASV14","ZAM2_s25_YZA",0,"ZAM2_s25_YZA","ZAM2_25","wk0","fecal_wk0","adequate","young","YZA",0.66,0,156.2,NA,NA,NA,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1262","ASV14","ZAM2_s46_YZD",0,"ZAM2_s46_YZD","ZAM2_7","wk6","fecal_wk6","deficient","young","YZD",0.62,16,380.9,58.8,322.8,86.54,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1263","ASV14","ZAM1_s59_YZS",0,"ZAM1_s59_YZS","ZAM1_22","wk6","fecal_wk6","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1264","ASV14","ZAM2_s29_YZA",0,"ZAM2_s29_YZA","ZAM2_29","wk0","fecal_wk0","adequate","young","YZA",0.73,9.2,275.9,17.7,417.3,80.1,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1265","ASV14","ZAM2_s60_YZA",0,"ZAM2_s60_YZA","ZAM2_21","wk6","fecal_wk6","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1266","ASV14","ZAM2_s27_YZA",0,"ZAM2_s27_YZA","ZAM2_27","wk0","fecal_wk0","adequate","young","YZA",0.74,14.5,426.9,28.8,167,85.6,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1267","ASV14","ZAM2_s34_OZA",0,"ZAM2_s34_OZA","ZAM2_34","wk0","fecal_wk0","adequate","old","OZA",0.55,30.7,751.9,1412.3,2632.5,20,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1268","ASV14","ZAM2_s26_YZA",0,"ZAM2_s26_YZA","ZAM2_26","wk0","fecal_wk0","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1272","ASV14","ZAM2_s30_YZA",0,"ZAM2_s30_YZA","ZAM2_30","wk0","fecal_wk0","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1273","ASV14","ZAM2_s28_YZA",0,"ZAM2_s28_YZA","ZAM2_28","wk0","fecal_wk0","adequate","young","YZA",0.66,0,192.5,9.4,307.3,87.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1274","ASV14","ZAM2_s42_YZD",0,"ZAM2_s42_YZD","ZAM2_3","wk6","fecal_wk6","deficient","young","YZD",0.5,19.3,232.6,30.3,240.3,82.5,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1277","ASV14","ZAM2_s31_OZA",0,"ZAM2_s31_OZA","ZAM2_31","wk0","fecal_wk0","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1320","ASV2","ZAM2_s77_OZA",0,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1565","ASV210","ZAM2_s30_YZA",0,"ZAM2_s30_YZA","ZAM2_30","wk0","fecal_wk0","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1574","ASV210","ZAM2_s32_OZA",0,"ZAM2_s32_OZA","ZAM2_32","wk0","fecal_wk0","adequate","old","OZA",0.6,84,596.6,113.5,5211.2,29.9,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1575","ASV210","ZAM2_s29_YZA",0,"ZAM2_s29_YZA","ZAM2_29","wk0","fecal_wk0","adequate","young","YZA",0.73,9.2,275.9,17.7,417.3,80.1,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1579","ASV210","ZAM2_s21_YZA",0,"ZAM2_s21_YZA","ZAM2_21","wk0","fecal_wk0","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1586","ASV210","ZAM2_s25_YZA",0,"ZAM2_s25_YZA","ZAM2_25","wk0","fecal_wk0","adequate","young","YZA",0.66,0,156.2,NA,NA,NA,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
